start,position,start_position,end_position,displacement,direction,reversal,clean,first_pair_crossing,strict_first_pair_transition,purposeful_first_pair_transition,maximum_backtracking_m,net_path_efficiency,ramp_clean
9015,0.6214982956861076,0.6276670697087332,0.6295691295584014,0.0019020598496681806,1,True,False,False,False,False,0.048010317372062516,0.01149636924157112,False
9020,0.6217579860180508,0.6093136699242463,0.6211712372396633,0.011857567315416984,1,True,False,False,False,False,0.042160916938272064,0.076257769099008,False
9025,0.6222068051988029,0.5945751035200475,0.604346935365156,0.009771831845108547,1,True,False,False,False,False,0.058985218812779294,0.06201228330851432,False
9030,0.6223529770532964,0.5830425142183906,0.5851341136766942,0.002091599458303617,1,True,False,False,False,False,0.07819804050124113,0.01265647785313702,False
9035,0.6220787323770707,0.5800847346824362,0.5684171747599381,-0.011667559922498016,-1,True,False,False,False,False,0.08324741949549919,0.06548834093830037,False
9040,0.6208453110563034,0.5836683682459353,0.5491597686975157,-0.03450859954841956,-1,True,False,False,False,False,0.07966378593200008,0.17802972116498608,False
9045,0.6183447777637339,0.5868526182728888,0.5258411211063259,-0.061011497166562956,-1,True,False,False,False,False,0.07647953590504653,0.2851396687781585,False
9050,0.6145746869055106,0.5941215268291342,0.504947997728947,-0.08917352910018717,-1,True,False,False,False,False,0.06921062734880112,0.39180831656943044,False
9055,0.6093685922501677,0.5997387611849269,0.4837437940528005,-0.11599496713212637,-1,True,False,False,False,False,0.06359339299300848,0.4769887775062479,False
9060,0.6028589910269253,0.6069867272781817,0.46533380220248627,-0.14165292507569544,-1,True,False,False,False,False,0.05634542689975364,0.5569348922217692,False
9065,0.5951333338604875,0.6197744224191508,0.4525072097005071,-0.1672672127186437,-1,True,False,False,False,False,0.043557731758784524,0.6575416816617907,False
9070,0.5862091822135587,0.6362753122623463,0.44497103411204375,-0.1913042781503026,-1,True,False,False,False,False,0.02705684191558899,0.7795039800874846,False
9075,0.5762032651304161,0.6487576134460482,0.4385742050366045,-0.21018340840944372,-1,True,False,False,False,False,0.014574540731887131,0.8782067512852364,False
9080,0.5654554378815267,0.656502870506358,0.43714061843325885,-0.21936225207309917,-1,True,False,False,False,False,0.006829283671577313,0.9410413108268113,False
9085,0.5544060556234436,0.6605384431132195,0.4369066060291185,-0.223631837084101,-1,True,False,False,False,False,0.0027937110647158203,0.9684489615830985,False
9090,0.5431340043943768,0.6627003168692331,0.4365168559070808,-0.22618346096215236,-1,True,False,False,False,False,0.00069878274903723,0.9903296490043002,False
9095,0.531849407684793,0.6572027354613724,0.4325918530935674,-0.22461088236780502,-1,True,False,False,False,False,0.00069878274903723,0.9897296956346383,False
9100,0.5204777662242859,0.6477463373166094,0.4220288506408516,-0.22571748667575775,-1,True,False,False,False,False,0.00069878274903723,0.9897795322952285,False
9105,0.5090592824208953,0.6413552454037756,0.4137465686029781,-0.22760867680079755,-1,True,False,False,False,False,0.00069878274903723,0.9898635928978269,False
9110,0.4975750348197296,0.6338647151488689,0.40480260690388276,-0.22906210824498613,-1,True,False,False,False,False,0.00069878274903723,0.9899272619855644,False
9115,0.4858125422577029,0.6289811941481497,0.39114416152795634,-0.23783703262019334,-1,True,False,False,False,False,0.00069878274903723,0.9902952859968617,False
9120,0.4737430341769871,0.6181550572144104,0.38043435028456224,-0.2377207069298482,-1,True,False,False,False,False,0.00069878274903723,0.9902905832238619,False
9125,0.46187758745288543,0.6003869112749071,0.3698141709172033,-0.23057274035770375,-1,True,False,False,False,False,0.00069878274903723,0.989992594629777,False
9130,0.45029787661463866,0.5819131701526487,0.35411076576919526,-0.2278024043834534,-1,True,False,False,False,False,0.00069878274903723,0.9898721257907379,False
9135,0.4386807957611316,0.5647378586385268,0.33588509875201267,-0.2288527598865141,-1,True,False,False,False,False,0.00069878274903723,0.9899181406123277,False
9140,0.4271253459548013,0.5442616108928158,0.32006538549822566,-0.2241962253945901,-1,True,False,False,False,False,0.00069878274903723,0.9897108958730132,False
9145,0.415930165095064,0.5216340730406264,0.30494016487946807,-0.2166939081611583,-1,True,False,False,False,False,0.00069878274903723,0.9893584601225153,False
9150,0.4050240057077278,0.5007756839516343,0.2890715360237065,-0.2117041479279278,-1,True,False,False,False,False,0.00069878274903723,0.989110375671805,False
9155,0.39468470614375323,0.4796741478893044,0.2838134774646133,-0.19586067042469113,-1,True,False,False,False,False,0.00069878274903723,0.9882398561043284,False
9160,0.3850632035310082,0.46250750458595824,0.2767513091222537,-0.18575619546370453,-1,True,False,False,False,False,0.00069878274903723,0.9876080734301699,False
9165,0.3757672579274158,0.4509996602107885,0.26802908486269866,-0.18297057534808986,-1,True,False,False,False,False,0.00069878274903723,0.9874217865914475,False
9170,0.3665339132872291,0.44404821992188964,0.25870906002059163,-0.185339159901298,-1,True,False,False,False,False,0.00069878274903723,0.9875805363902633,False
9175,0.3569956028997357,0.4380579272986071,0.244926540989242,-0.1931313863093651,-1,True,False,False,False,False,0.00069878274903723,0.988075646437252,False
9180,0.3469609029120948,0.43744064323031046,0.2307943920369431,-0.20664625119336735,-1,True,False,False,False,False,0.00069878274903723,0.9920992561664941,False
9185,0.3360530333036319,0.43709880534386447,0.2096499911221621,-0.22744881422170238,-1,True,False,True,False,True,6.298375258811939e-05,0.9989104132184407,False
9190,0.3240528345543641,0.43657791992553346,0.188302030705164,-0.24827588922036947,-1,False,True,True,True,True,0.0,0.9999999999959722,True
9195,0.31105506594110605,0.4304265351675519,0.1651723643557769,-0.26525417081177505,-1,False,True,True,True,True,0.0,0.9999999999962301,True
9200,0.2971737345682284,0.42039221376566244,0.13737382083788038,-0.2830183929277821,-1,False,True,True,True,True,0.0,0.9999999999964667,True
9205,0.28240293512476095,0.412322282598654,0.11096237106576619,-0.3013599115328878,-1,False,True,True,True,True,0.0,0.9999999999966818,True
9210,0.26669408329450767,0.4019523839662074,0.08381048290600229,-0.3181419010602051,-1,False,True,True,True,True,0.0,0.9999999999968568,True
9215,0.2501549836320317,0.38840915098597456,0.05278014287033687,-0.3356290081156377,-1,False,True,True,True,True,0.0,0.9999999999970206,True
9220,0.23265417715560313,0.3784484319000204,0.022015743008515054,-0.35643268889150537,-1,False,True,False,False,False,0.0,0.9999999999971945,False
9225,0.2143965068558346,0.36737903185932613,0.013842105313169303,-0.3535369265461568,-1,True,False,False,False,False,0.012526097322361002,0.9338274840892089,False
9230,0.1983306417898464,0.350083395323636,0.05720565420217892,-0.2928777411214571,-1,True,False,False,False,False,0.055889646211370624,0.7237678252013974,False
9235,0.18522090937898164,0.3323545521721458,0.09554960314581573,-0.2368049490263301,-1,True,False,False,False,False,0.09423359515500743,0.5568315605986259,False
9240,0.17472262516153308,0.317311522178868,0.12849595751086107,-0.18881556466800692,-1,True,False,False,False,False,0.12717994952005277,0.4260514855396868,False
9245,0.1664338012739521,0.30183530884978854,0.15607685811690253,-0.145758450732886,-1,True,False,False,False,False,0.15476085012609422,0.32015112105632804,False
9250,0.16016284790463953,0.28758616866332976,0.17854157722372727,-0.10904459143960249,-1,True,False,False,False,False,0.17722556923291896,0.23526557938648937,False
9255,0.15545646635190083,0.2827936888122899,0.2003815815742385,-0.0824121072380514,-1,True,False,False,False,False,0.1990655735834302,0.17149779230578568,False
9260,0.15203377122583445,0.2746625106498772,0.21794560263209534,-0.05671690801778184,-1,True,False,False,False,False,0.21662959464128703,0.11575443849233029,False
9265,0.14980919108514237,0.26721608720181095,0.2332496890070106,-0.03396639819480035,-1,True,False,False,False,False,0.2319336810162023,0.0682283945131208,False
9270,0.14864559212623954,0.2560695491944506,0.24475550045901603,-0.01131404873543454,-1,True,False,False,False,False,0.24343949246820773,0.022710170497615135,False
9275,0.14879718354100685,0.24202621811923586,0.259477436138005,0.017451218018769143,1,True,False,False,False,False,0.24071021012842755,0.034981379336486644,False
9280,0.15041666783103066,0.22727492074128722,0.27579154127702304,0.04851662053573583,1,True,False,False,False,False,0.2259589127504789,0.09694900285117758,False
9285,0.15388120429386187,0.20535908951603365,0.2965898755886735,0.09123078607263985,1,True,False,False,False,False,0.20404308152522535,0.18271117420043181,False
9290,0.15958324376153488,0.18416163877343175,0.32041525024572554,0.13625361147229378,1,True,False,False,False,False,0.18284563078262345,0.27145134613583727,False
9295,0.16757648698143343,0.159293440840187,0.3450702947289733,0.18577685388878631,1,True,False,False,False,False,0.1579774328493787,0.3702712956660121,False
9300,0.17817794292065173,0.1321928532373383,0.3706827168666564,0.2384898636293181,1,True,False,False,False,False,0.13087684524652998,0.47674749961995094,False
9305,0.19134469929741538,0.10549882231141967,0.3943407746615017,0.28884195235008203,1,True,False,True,False,False,0.10418281432061137,0.5809282951270054,False
9310,0.20686111703990132,0.07783494861080732,0.4112278747330177,0.3333929261222104,1,True,False,True,False,False,0.07651894061999902,0.6853861249648862,False
9315,0.22448599807134687,0.04661293152533814,0.4217416753565652,0.3751287438312271,1,True,False,True,False,False,0.04529692353452984,0.8054768034878048,False
9320,0.24414068461566424,0.015085056755817366,0.4309137393403459,0.41582868258452854,1,True,False,True,False,True,0.013769048765009066,0.9378886764501361,False
9325,0.2654949591361843,0.02207337988493873,0.439299697316573,0.41722631743163424,1,False,True,True,True,True,0.0,0.9999999999976033,True
9330,0.28570827788085107,0.06541726556064828,0.4471273506683957,0.3817100851077474,1,False,True,True,True,True,0.0,0.9999999999973801,True
9335,0.3040622328337843,0.10305261572457437,0.44714271027416086,0.3440900945495865,1,True,False,True,False,True,0.0009617887969533001,0.9944407468555078,False
9340,0.3205134512977798,0.1345314865546824,0.4432136973978609,0.3086822108431785,1,True,False,True,False,True,0.004890801673253287,0.969285039895774,False
9345,0.33524752246763684,0.16091794884278557,0.43671834065112836,0.2758003918083428,1,True,False,True,False,True,0.011386158419985803,0.9237294093489351,False
9350,0.3483347226872624,0.18243611952367902,0.42766600226378865,0.24522988274010962,1,True,False,True,False,False,0.020438496807325512,0.8571268396750368,False
9355,0.35980177358243587,0.20435428791784227,0.41745478365232414,0.21310049573448187,1,True,False,True,False,False,0.030649715418790024,0.7766055129673717,False
9360,0.37004296767712525,0.2208939081164225,0.4155326083003748,0.1946387001839523,1,True,False,False,False,False,0.03257189077073935,0.7492372037192269,False
9365,0.3795553963222328,0.2357663984115936,0.4187300541126561,0.18296365570106252,1,True,False,False,False,False,0.03257189077073935,0.7374372075814324,False
9370,0.3886416788160298,0.24759434207775194,0.42343761753486153,0.1758432754571096,1,True,False,False,False,False,0.03257189077073935,0.7296793348424933,False
9375,0.39711038152823197,0.2627090542534131,0.4228144040913374,0.1601053498379243,1,True,False,False,False,False,0.03257189077073935,0.705463907128125,False
9380,0.40474248490924963,0.2795715209285562,0.4210692174145829,0.14149769648602673,1,True,False,False,False,False,0.03257189077073935,0.6669359313630657,False
9385,0.4114408835258645,0.301237334970478,0.4222633554604116,0.1210260204899336,1,True,False,False,False,False,0.03257189077073935,0.6313659540448014,False
9390,0.41699372200760865,0.3250673855037014,0.421244478119194,0.09617709261549262,1,True,False,False,False,False,0.03257189077073935,0.5682247179122876,False
9395,0.4211858219698228,0.34984680381040345,0.4166343723151151,0.06678756850471163,1,True,False,False,False,False,0.03257189077073935,0.44796935936934135,False
9400,0.42376978787173836,0.3756015127753619,0.40995753932895695,0.03435602655359504,1,True,False,False,False,False,0.038146959742157205,0.2642533142944952,False
9405,0.42477965764153447,0.39855384217849676,0.40110602547651814,0.002552183298021371,1,True,False,False,False,False,0.046998473594596024,0.02201849276328116,False
9410,0.42435910902357266,0.4138257276905478,0.39371181842023567,-0.020113909270312147,-1,True,False,False,False,False,0.03427877138056634,0.1861826307506774,False
9415,0.4229979461431582,0.4239588484830384,0.38913706289884925,-0.034821785584189135,-1,True,False,False,False,False,0.024145650588075773,0.33980809614410257,False
9420,0.4208520758290355,0.4329454228197314,0.3810432730899095,-0.051902149729821934,-1,True,False,False,False,False,0.015159076251382742,0.5109380935218475,False
9425,0.4178084815940234,0.4405279559740458,0.37151139625757373,-0.06901655971647208,-1,True,False,False,False,False,0.007905009234486726,0.666624327338046,False
9430,0.4139543170809216,0.44779414452083266,0.3641037293306319,-0.08369041519020076,-1,True,False,False,False,False,0.007905009234486726,0.807254554810694,False
9435,0.4094307114353393,0.44679230202719367,0.35132936223383904,-0.09546293979335463,-1,True,False,False,False,False,0.007905009234486726,0.8313797694726758,False
9440,0.4042812109575681,0.4425577579994243,0.3372405920396746,-0.10531716595974971,-1,True,False,False,False,False,0.007905009234486726,0.8447069757927721,False
9445,0.39885746352659623,0.4350685542297243,0.3273781086404848,-0.10769044558923951,-1,True,False,False,False,False,0.007905009234486726,0.8476077813600625,False
9450,0.3933151166902508,0.42506410705736347,0.3162732176995308,-0.10879088935783265,-1,True,False,False,False,False,0.007905009234486726,0.8489163696464291,False
9455,0.3877632444420211,0.4168805097198988,0.3070465441134689,-0.10983396560642994,-1,True,False,False,False,False,0.007905009234486726,0.8501361602768931,False
9460,0.3821263429276663,0.4158287289795371,0.30082862119001264,-0.11500010778952446,-1,True,False,False,False,False,0.007608888555324433,0.8596876829064275,False
9465,0.3759649250376546,0.41943429173273816,0.28965510776016623,-0.12977918397257193,-1,True,False,False,False,False,0.00400332580212337,0.9182213146082289,False
9470,0.368933328277986,0.4232319667407345,0.27436390903867497,-0.14886805770205952,-1,True,False,False,False,False,0.0015266381515446903,0.9766975800854528,False
9475,0.36096900869509746,0.422713478056863,0.2559387306390755,-0.16677474741778747,-1,True,False,False,False,False,0.0015266381515446903,0.9817694046689169,False
9480,0.35219641511655936,0.42154259499787294,0.241004551053663,-0.18053804394420994,-1,True,False,False,False,False,0.0008894178231578787,0.9900064967596585,False
9485,0.3427938034505899,0.4222415633409698,0.22846191535592722,-0.19377964798504257,-1,True,False,False,False,False,0.0001904494800610279,0.9980382267813261,False
9490,0.33273966195641413,0.4203607858668493,0.21635748753800993,-0.20400329832883934,-1,False,True,True,True,True,0.0,0.9999999999950981,True
9495,0.32229071505910695,0.41472125308989927,0.20521217180195286,-0.2095090812879464,-1,False,True,True,True,True,0.0,0.9999999999952269,True
9500,0.3116292945480771,0.4090337293276238,0.1947437236249245,-0.21429000570269927,-1,False,True,True,True,True,0.0,0.9999999999953334,True
9505,0.30073174591686774,0.3993980600953629,0.1828109867155023,-0.21658707337986058,-1,False,True,True,True,True,0.0,0.9999999999953829,True
9510,0.2898786604900387,0.3926948481894174,0.17885675383488253,-0.21383809435453488,-1,True,False,True,False,True,0.0002011625293408814,0.998122086108766,False
9515,0.27927938137125685,0.38821722799421343,0.17944631291590338,-0.20877091507831005,-1,True,False,True,False,True,0.0009905139547624064,0.9874849110747688,False
9520,0.26930964462834617,0.37924557924898916,0.18931115725951073,-0.18993442198947844,-1,True,False,False,False,False,0.010855358298369755,0.8946088842715177,False
9525,0.2602797011750368,0.3697796007005059,0.19824062883657106,-0.17153897186393485,-1,True,False,False,False,False,0.019784829875430093,0.8100114918294371,False
9530,0.25209459350879704,0.3621279168634691,0.20616305176549268,-0.15596486509797644,-1,True,False,False,False,False,0.027707252804351712,0.7355298255735714,False
9535,0.24495804941732452,0.3476688937913166,0.22100786233185107,-0.12666103145946553,-1,True,False,False,False,False,0.0425520633707101,0.5962482382562795,False
9540,0.23938790058770795,0.3356780161655311,0.23615725181944594,-0.09952076434608517,-1,True,False,False,False,False,0.05770145285830497,0.4616236245185961,False
9545,0.2349774820311004,0.3248809159666631,0.2480000298456555,-0.07688088612100757,-1,True,False,False,False,False,0.06954423088451453,0.3548880044958447,False
9550,0.23165007638609686,0.31352001145638647,0.2575447789979237,-0.055975232458462754,-1,True,False,False,False,False,0.07908898003678275,0.26057041568284944,False
9555,0.22938619169052557,0.30581069678951317,0.2705748594983093,-0.035235837291203886,-1,True,False,False,False,False,0.09211906053716831,0.16006188994077186,False
9560,0.22827056118902406,0.29834643285709334,0.2875275363873402,-0.010818896469753148,-1,True,False,False,False,False,0.10907173742619922,0.04711503869257302,False
9565,0.22848967691782593,0.28726979306167655,0.30495274803107447,0.017682954969397924,1,True,False,False,False,False,0.10881399410053558,0.07493545443017566,False
9570,0.23012232942652894,0.2708627327181536,0.3199301026946994,0.049067369976545816,1,True,False,False,False,False,0.09240693375701262,0.20920138054362206,False
9575,0.23340498463451184,0.2522992023727588,0.3353216424027922,0.0830224400300334,1,True,False,False,False,False,0.07384340341161785,0.3588233650395832,False
9580,0.2384460525447727,0.23904373205614168,0.3548753904850227,0.11583165842888102,1,True,False,False,False,False,0.06058793309500071,0.48735848131152115,False
9585,0.24509729142117506,0.22570479773972849,0.3750877574419676,0.1493829597022391,1,True,False,False,False,False,0.047248998778587514,0.6108587496678465,False
9590,0.2533085731593084,0.21439302855864706,0.39045435718235255,0.1760613286237055,1,True,False,True,False,False,0.03593722959750609,0.7082094171237459,False
9595,0.2628198314068582,0.20282675472229397,0.40774770605279465,0.20492095133050067,1,True,False,True,False,False,0.024370955761153,0.8057357612985542,False
9600,0.2739169444556166,0.1920187082924184,0.42939532243101763,0.23737661413859923,1,True,False,True,False,True,0.013562909331277434,0.8951956351373752,False
9605,0.2867965890509299,0.18121121069748064,0.4554784446566848,0.27426723395920416,1,True,False,True,False,True,0.002755411736339669,0.977978778739949,False
9610,0.30143399796049897,0.1789880274723035,0.4832588590910136,0.30427083161871016,1,True,False,True,False,True,0.0005322285111625247,0.9965138093665519,False
9615,0.31734259760721445,0.18075909081859315,0.5053376725694627,0.32457858175086957,1,False,True,True,True,True,0.0,0.9999999999969191,True
9620,0.3339644152076193,0.19121218689529165,0.5251560013247916,0.33394381442949994,1,False,True,True,True,True,0.0,0.9999999999970055,True
9625,0.3510610059518415,0.20008753284545436,0.5435025367219655,0.34341500387651114,1,False,True,True,True,True,0.0,0.9999999999970881,True
9630,0.3684654734479662,0.20852049064133643,0.5561714179510417,0.3476509273097053,1,False,True,True,True,True,0.0,0.9999999999971236,True
9635,0.38596205042469933,0.2244640765323837,0.569291386981269,0.3448273104488853,1,False,True,False,False,False,0.0,0.9999999999971001,False
9640,0.4032148176608197,0.23870814500260212,0.5803142205647175,0.34160607556211536,1,False,True,False,False,False,0.0,0.9999999999970727,False
9645,0.4205250512071016,0.2505804658348355,0.5962856544809424,0.3457051886461069,1,False,True,False,False,False,0.0,0.9999999999971074,False
9650,0.4379765432734939,0.2591132334494507,0.6071262740932366,0.3480130406437859,1,False,True,False,False,False,0.0,0.9999999999971266,False
9655,0.45542790194752136,0.2747869065681515,0.6186783090581917,0.34389140249004013,1,False,True,False,False,False,0.0,0.9999999999970922,False
9660,0.4727285881020647,0.291150957412639,0.63409160888118,0.34294065146854097,1,False,True,False,False,False,0.0,0.9999999999970841,False
9665,0.4901241349851147,0.30790115462546624,0.6532154728691248,0.3453143182436586,1,False,True,False,False,False,0.0,0.9999999999971042,False
9670,0.5075997247065378,0.32360971517448606,0.6685974812870843,0.34498776611259824,1,False,True,False,False,False,0.0,0.9999999999971014,False
9675,0.5248710555106224,0.33938030857879514,0.679546968491943,0.3401666599131478,1,False,True,False,False,False,0.0,0.9999999999970604,False
9680,0.5418235116349271,0.3589780753248713,0.6900004543242244,0.3310223789993531,1,False,True,False,False,False,0.0,0.9999999999969791,False
9685,0.5580797149076627,0.3790503336798914,0.6932388116364708,0.31418847795657945,1,False,True,False,False,False,0.0,0.9999999999968172,False
9690,0.573681854131424,0.3932465065815388,0.7001967098947603,0.30695020331322154,1,False,True,False,False,False,0.0,0.9999999999967422,False
9695,0.5889923638678813,0.41199248044150183,0.7093829382981414,0.29739045785663953,1,False,True,False,False,False,0.0,0.9999999999966375,False
9700,0.6035711374963344,0.43445325364758425,0.714421308138234,0.27996805449064976,1,False,True,False,False,False,0.0,0.9999999999964282,False
9705,0.6171293300072443,0.46106731719884747,0.7160204613376152,0.25495314413876774,1,True,False,False,False,False,0.000412107869425804,0.9967776047878408,False
9710,0.629220170036105,0.4883194028357007,0.7127360371358252,0.22441663430012454,1,True,False,False,False,False,0.0036965320712157856,0.9681071836378247,False
9715,0.6397494283220162,0.5095190431268269,0.702777161690048,0.19325811856322106,1,True,False,False,False,False,0.013655407516993012,0.8761801374769487,False
9720,0.6486916722506777,0.5289330516001021,0.692488617587429,0.1635555659873269,1,True,False,False,False,False,0.023943951619612047,0.7735191187735945,False
9725,0.6560750300562908,0.5465947083731917,0.6778943148414573,0.13129960646826566,1,True,False,False,False,False,0.03853825436558367,0.6301087163563399,False
9730,0.6619951870164801,0.5592914001195427,0.6643119041624413,0.10502050404289864,1,True,False,False,False,False,0.05212066504459967,0.5018617201649005,False
9735,0.6665058038072084,0.5714553132069392,0.6484280634689527,0.07697275026201345,1,True,False,False,False,False,0.06800450573808836,0.36140535994002865,False
9740,0.6695757369686006,0.5828941461424128,0.6289186561879715,0.04602451004555874,1,True,False,False,False,False,0.08751391301906952,0.2082063951946842,False
9745,0.670936519344096,0.5987346849816497,0.6082664096737807,0.009531724692130927,1,True,False,False,False,False,0.10816615953326036,0.04220116019118964,False
9750,0.6705625538827751,0.609028946668338,0.5879983337201975,-0.02103061294814046,-1,True,False,False,False,False,0.10740362253870306,0.08917403305864996,False
9755,0.6686906572352638,0.6210241462786872,0.5681303127689851,-0.052893833509702115,-1,True,False,False,False,False,0.09540842292835383,0.21703535375223013,False
9760,0.6651504989863991,0.6383507918136629,0.5478697752794552,-0.0904810165342077,-1,True,False,False,False,False,0.07808177739337807,0.36684779255123345,False
9765,0.6595715946592919,0.6571957238926747,0.5252103373956141,-0.1319853864970606,-1,True,False,False,False,False,0.05923684531436635,0.5269738594071552,False
9770,0.6520123355891982,0.6702158536487653,0.5034239100212569,-0.1667919436275085,-1,True,False,False,False,False,0.04621671555827567,0.6434244479019202,False
9775,0.6427477833686982,0.6819130512197723,0.4803716265128,-0.20154142470697228,-1,True,False,False,False,False,0.03451951798726871,0.7448484055301186,False
9780,0.631715518945061,0.6907604126747141,0.4539071493151339,-0.23685326335958024,-1,True,False,False,False,False,0.025672156532326906,0.8218433558584285,False
9785,0.6190553366536221,0.6944365121377671,0.4293233563717791,-0.26511315576598804,-1,True,False,False,False,False,0.021996057069273878,0.8576791843342174,False
9790,0.6049198490409953,0.7021926905849678,0.40433522245425196,-0.29785746813071584,-1,True,False,False,False,False,0.01423987862207321,0.9127290574578351,False
9795,0.5890330251103041,0.7102832490929708,0.3779901621238303,-0.3322930869691405,-1,True,False,False,False,False,0.006149320114070211,0.9643095313717045,False
9800,0.5716695959095492,0.7151666042460396,0.35726385966471436,-0.35790274458132526,-1,True,False,False,False,False,0.0012659649610013979,0.9929753431007028,False
9805,0.553167081518776,0.7157517985863,0.33867924316480696,-0.37707255542149304,-1,False,True,False,False,False,0.0,0.999999999997348,False
9810,0.5338523723163895,0.7115498667394097,0.3204518566457004,-0.39109801009370926,-1,False,True,False,False,False,0.0,0.9999999999974432,False
9815,0.5138977550391813,0.7004143523080575,0.30048158064115577,-0.3999327716669017,-1,False,True,False,False,False,0.0,0.9999999999974997,False
9820,0.49348621828832556,0.6901026385820236,0.279142600332293,-0.4109600382497306,-1,False,True,False,False,False,0.0,0.9999999999975667,False
9825,0.4727755042975322,0.6746000897429891,0.2651374658167922,-0.4094626239261969,-1,False,True,False,False,False,0.0,0.9999999999975578,False
9830,0.45229144804757426,0.661066429463717,0.2573741947744175,-0.4036922346892995,-1,False,True,False,False,False,0.0,0.9999999999975229,False
9835,0.4322080586315132,0.6451120202741119,0.25007116464627666,-0.3950408556278352,-1,False,True,False,False,False,0.0,0.9999999999974687,False
9840,0.41268513931429973,0.6250767800018193,0.24469353567484797,-0.38038324432697135,-1,False,True,False,False,False,0.0,0.999999999997371,False
9845,0.3938382959590111,0.6036855562319411,0.23583910125243182,-0.3678464549795093,-1,False,True,False,False,False,0.0,0.9999999999972815,False
9850,0.3754412128701927,0.5839544163441093,0.2219072254219543,-0.362047190922155,-1,False,True,False,False,False,0.0,0.999999999997238,False
9855,0.35732922282301544,0.5644971772315227,0.20948709578828192,-0.35501008144324075,-1,False,True,True,True,True,0.0,0.9999999999971833,True
9860,0.3396733765780979,0.5436004596215763,0.20063773529062812,-0.3429627243309482,-1,False,True,True,True,True,0.0,0.9999999999970843,True
9865,0.32271164060403007,0.5209656066884668,0.19220254177005175,-0.32876306491841506,-1,False,True,True,True,True,0.0,0.9999999999969583,True
9870,0.3065334786426075,0.49884702923085533,0.1861397413610098,-0.31270728786984553,-1,False,True,True,True,True,0.0,0.9999999999968022,True
9875,0.29130302340972813,0.4762095917228694,0.18417311711685752,-0.2920364746060119,-1,True,False,True,False,True,9.689024155207226e-05,0.9993368910962201,False
9880,0.2770599420107297,0.44829419217383526,0.17790749006532988,-0.27038670210850535,-1,True,False,True,False,True,9.689024155207226e-05,0.9992838342135861,False
9885,0.263701147383213,0.4247185025541258,0.1673686051976942,-0.2573498973564316,-1,True,False,True,False,True,9.689024155207226e-05,0.9992475820578129,False
9890,0.2511426428182196,0.39898212120706994,0.16145724811474751,-0.23752487309232242,-1,True,False,True,False,True,9.689024155207226e-05,0.9991848326532698,False
9895,0.23974590991451358,0.3730430057944637,0.15932008335792225,-0.21372292243654145,-1,True,False,False,False,False,9.689024155207226e-05,0.9984164568599029,False
9900,0.22941034621184175,0.3536328450066068,0.1582700682309815,-0.1953627767756253,-1,True,False,False,False,False,0.0002946150282696902,0.9952712738344774,False
9905,0.22007227918488514,0.3353405156499534,0.15940106610374552,-0.17593944954620785,-1,True,False,False,False,False,0.0014919243788740488,0.9814638912888028,False
9910,0.21170283619808836,0.31659441421706613,0.16062100613461242,-0.15597340808245372,-1,True,False,False,False,False,0.0030893740546320825,0.9591059295127778,False
9915,0.20432747801477621,0.29683938731167586,0.16172834293768223,-0.13511104437399363,-1,True,False,False,False,False,0.003752889734970427,0.9367159204606852,False
9920,0.19802676088174653,0.27530259213261615,0.16236293800797463,-0.11293965412464152,-1,True,False,False,False,False,0.0044468843371255895,0.9144313787357903,False
9925,0.19262061411937373,0.2631876730396183,0.16157299511164377,-0.10161467792797454,-1,True,False,False,False,False,0.0044468843371255895,0.905793155524864,False
9930,0.18767601564968805,0.2562267156291145,0.15988723760042192,-0.09633947802869255,-1,True,False,False,False,False,0.0044468843371255895,0.8975012445112919,False
9935,0.18293969749126063,0.24881528074870649,0.15838756755849842,-0.09042771319020806,-1,True,False,False,False,False,0.0044468843371255895,0.8805792642869312,False
9940,0.17847334419850866,0.24319852117999988,0.15523034523978377,-0.08796817594021611,-1,True,False,False,False,False,0.0044468843371255895,0.8719927179195625,False
9945,0.17413997113846758,0.2335113420154057,0.1536996534317105,-0.0798116885836952,-1,True,False,False,False,False,0.0044468843371255895,0.8451659635912203,False
9950,0.1704715987761056,0.21896081605452133,0.15405687132470303,-0.06490394472981831,-1,True,False,False,False,False,0.0044468843371255895,0.7920522881357863,False
9955,0.16740694759077127,0.20663376836506653,0.15095094322356087,-0.05568282514150566,-1,True,False,False,False,False,0.0044468843371255895,0.765684928814267,False
9960,0.16467772397948655,0.19878715077297765,0.14611447868920313,-0.05267267208377452,-1,True,False,False,False,False,0.0044468843371255895,0.7555673491255421,False
9965,0.16197256267892918,0.19098556691172294,0.13693347727203548,-0.05405208963968747,-1,True,False,False,False,False,0.0044468843371255895,0.7603101321466745,False
9970,0.15899932459739013,0.18527252888508716,0.12350018676521757,-0.061772342119869594,-1,True,False,False,False,False,0.0044468843371255895,0.7837895085063703,False
9975,0.15567735590574017,0.18328057860893446,0.11504439104132057,-0.06823618756761389,-1,True,False,False,False,False,0.0044468843371255895,0.8020004769164353,False
9980,0.15198854957805238,0.17603008326428113,0.10235166552915635,-0.07367841773512478,-1,True,False,False,False,False,0.0044468843371255895,0.8139039561423586,False
9985,0.1482039871397369,0.16556745240705942,0.09208183410803387,-0.07348561829902554,-1,True,False,False,False,False,0.0044468843371255895,0.8135067630242124,False
